Original u	Witness	Lower u	Upper u
0.7505231052	0.6032747883 + 0.3230522062*E1 + 2.4081281258*E1^2 - 0.1474235691*E1^3 + 0.409857215*E2 + 1.601562527*E1*E2 + 0.3772282471*E2^2 - 0.9434599627*E3 - 1.9014113223*E1*E3 + 0.0620491245*E2*E3 + 0.0988509901*E3^2 + Piecewise[{{-1.3109505626 - 10.3575253345*E1, E1 < -0.126569863}}, 1.954378847 + 15.4411073906*E1]	0.750521136	0.7505250716
0.7505242965	61.7483196664 + 102.2772984375*E1 + 219.2322091997*E1^2 - 10.1033956002*E1^3 + 61.4285925085*E2 + 342.86168607*E1*E2 + 32.8359299965*E2^2 - 97.2418653981*E3 - 284.9630443762*E1*E3 + 5.4011745427*E2*E3 + 8.603852042*E3^2 + Piecewise[{{272.7725741088 + 2155.0538220417*E1, E1 >= -0.1265734393}}, -191.4378618772 - 1512.464723662*E1]	0.7505231052	0.7505255383
0.7505268703	0.4874301108 - 0.8743333356*E1 + 0.1493684831*E1^2 - 0.4704005925*E1^3 - 0.0846824117*E2 - 2.3062029107*E1*E2 + 0.377382955*E2^2 - 0.7620338159*E3 - 0.4663085258*E1*E3 + 0.0620779317*E2*E3 + 0.0988676358*E3^2 + Piecewise[{{-0.8559536754 - 6.7620934653*E1, E1 < -0.126581166}, {1.4697110433 + 11.6108192852*E1, E1 >= -0.126581166}}, -0.1482023664 - 1.1708089839*E1]	0.7505242965	0.7505300501
0.7505294951	0.4875327717 - 0.8745119692*E1 + 0.1492860721*E1^2 - 0.4704878557*E1^3 - 0.0847207804*E2 - 2.3068681629*E1*E2 + 0.3774908669*E2^2 - 0.7621874973*E3 - 0.4663400014*E1*E3 + 0.062098025*E2*E3 + 0.0988792463*E3^2 + Piecewise[{{0., Inequality[-0.1265890461, LessEqual, E1, LessEqual, -0.1265890461]}, {-0.8561569493 - 6.7632783077*E1, E1 < -0.1265890461}}, 1.4700892985 + 11.6130845767*E1]	0.7505268703	0.7505327381
0.7505304618	3.0605297997 + 7.5398265738*E1 + 15.6846919308*E1^2 - 0.5611310366*E1^3 + 3.8639280849*E2 + 24.1022878209*E1*E2 + 1.4800119985*E2^2 - 4.927132384*E3 - 17.1447451184*E1*E3 + 0.2434684031*E2*E3 + 0.3876475003*E3^2 + Piecewise[{{-12.9393882198 - 102.2133588572*E1, E1 < -0.1265919481}}, 15.8386367122 + 125.1156724397*E1]	0.7505294951	0.7505313506
0.7505314759	0.703576705 + 1.25820717*E1 + 3.5493881559*E1^2 - 0.2488398564*E1^3 + 0.7723559291*E2 + 4.4630844224*E1*E2 + 0.3775723316*E2^2 - 1.2131820592*E3 - 4.027946544*E1*E3 + 0.0621131937*E2*E3 + 0.0988880111*E3^2 + Piecewise[{{3.909515494 + 30.8820705351*E1, E1 >= -0.1265949927}}, -2.6198451387 - 20.6946979719*E1]	0.7505304618	0.7505325624
0.75053835	0.1663278097 - 0.4451363297*E1 + 0.3953714948*E1^2 - 0.158714787*E1^3 + 0.013208868*E2 - 0.5225501618*E1*E2 + 0.1425153256*E2^2 - 0.2709626241*E3 - 0.0203560296*E1*E3 + 0.0228722651*E2*E3 + 0.0379901929*E3^2 + Piecewise[{{-0.13579531 - 1.0725003742*E1, E1 < -0.1266156295}, {0.2742148053 + 2.165726351*E1, E1 >= -0.1266156295}}, -0.0218865748 - 0.1728583975*E1]	0.7505314759	0.7505445077
0.7505437673	0.1846247607 - 0.396443635*E1 + 0.5079570841*E1^2 - 0.082989511*E1^3 + 0.0585338755*E2 - 0.2023733509*E1*E2 + 0.1511041214*E2^2 - 0.2826618358*E3 + 0.0146594641*E1*E3 + 0.024251806*E2*E3 + 0.0402668099*E3^2 + Piecewise[{{0.3486694976 + 2.7534098148*E1, E1 >= -0.1266318932}}, -0.1525307505 - 1.2045208093*E1]	0.75053835	0.7505501305
0.7505493712	0.0561943837 - 0.0528423655*E1 + 0.1230384961*E1^2 - 0.0101243346*E1^3 + 0.0242133595*E2 + 0.0213118508*E1*E2 + 0.0404962672*E2^2 - 0.086674064*E3 - 0.0818887415*E1*E3 + 0.0072967256*E2*E3 + 0.0111269216*E3^2 + Piecewise[{{0.0895903027 + 0.7073921053*E1, E1 >= -0.1266487172}}, -0.0731936715 - 0.577926671*E1]	0.7505437673	0.7505530708
0.7505517606	0.1534806006 - 0.603438037*E1 - 0.0504044065*E1^2 - 0.1587528761*E1^3 - 0.0797856632*E2 - 1.2571116567*E1*E2 + 0.1426054436*E2^2 - 0.2011632239*E3 + 0.5313200949*E1*E3 + 0.0228893582*E2*E3 + 0.0379841037*E3^2 + Piecewise[{{0.6220328629 + 4.9112035764*E1, E1 >= -0.1266558906}}, -0.4348968725 - 3.4336884801*E1]	0.7505493712	0.7505550355
0.7505541876	0.1534821192 - 0.603506384*E1 - 0.0504769213*E1^2 - 0.1587597701*E1^3 - 0.0798102113*E2 - 1.2573232634*E1*E2 + 0.1426217562*E2^2 - 0.2011590878*E3 + 0.5314262151*E1*E3 + 0.022892452*E2*E3 + 0.0379830006*E3^2 + Piecewise[{{0.6221309721 + 4.9116956247*E1, E1 >= -0.126663177}}, -0.4349540228 - 3.4339421542*E1]	0.7505517606	0.7505575143
0.7505559199	0.1007029518 - 1.0701541269*E1 - 0.4446159585*E1^2 - 0.158764691*E1^3 - 0.1838396186*E2 - 2.0786096664*E1*E2 + 0.1426334003*E2^2 - 0.1313771329*E3 + 1.0823813741*E1*E3 + 0.0228946604*E2*E3 + 0.037982213*E3^2 + Piecewise[{{-0.7133416592 - 5.6315686007*E1, E1 < -0.1266683778}}, 0.8469831511 + 6.6866187578*E1]	0.7505541876	0.7505580798
0.7505640879	0.1684894716 - 0.4469827013*E1 + 0.401016288*E1^2 - 0.1594572362*E1^3 + 0.0139249792*E2 - 0.5240647287*E1*E2 + 0.1441733612*E2^2 - 0.2737750185*E3 - 0.0193801746*E1*E3 + 0.0231434622*E2*E3 + 0.0383737646*E3^2 + Piecewise[{{-0.1354294579 - 1.0689585437*E1, E1 < -0.1266929001}}, 0.2762247908 + 2.1802704862*E1]	0.7505559199	0.7505714563
0.7505692869	0.1215369348 - 0.3153432507*E1 + 0.5799599473*E1^2 - 0.0466534241*E1^3 + 0.0632817984*E2 + 0.0519456706*E1*E2 + 0.1067191037*E2^2 - 0.2082095431*E3 - 0.0570900207*E1*E3 + 0.0192399208*E2*E3 + 0.0292934634*E3^2 + Piecewise[{{0.2877071498 + 2.270622173*E1, E1 >= -0.1267085089}, {-0.169827254 - 1.3402987339*E1, E1 < -0.1267085089}}, 0.0414294352 + 0.3269664803*E1]	0.7505640879	0.7505737253
0.7505716092	3.2170959415 + 1.5468427625*E1 + 17.4051249532*E1^2 - 2.8911675469*E1^3 + 2.1381825648*E2 + 7.8691530868*E1*E2 + 2.0770178414*E2^2 - 5.1337467316*E3 - 10.02029213*E1*E3 + 0.3418800515*E2*E3 + 0.5425810472*E3^2 + Piecewise[{{12.3800513905 + 97.6995966794*E1, E1 >= -0.126715481}}, -8.5500274377 - 67.4742136288*E1]	0.7505692869	0.7505739425
0.7505751226	0.4893241369 - 0.8776294687*E1 + 0.1478479997*E1^2 - 0.4720106174*E1^3 - 0.0853905294*E2 - 2.3184771324*E1*E2 + 0.379373984*E2^2 - 0.7648689281*E3 - 0.4668888304*E1*E3 + 0.0624486276*E2*E3 + 0.0990818124*E3^2 + Piecewise[{{0., E1 == -0.1267260292}, {-0.8597032114 - 6.7839513066*E1, E1 < -0.1267260292}}, 1.4766890338 + 11.6526103059*E1]	0.7505716092	0.7505794657
0.7505826209	0.4487409464 - 1.030662757*E1 + 2.0915660999*E1^2 - 0.2906656536*E1^3 + 0.1739410867*E2 - 0.2590168401*E1*E2 + 0.3856335584*E2^2 - 0.77876467*E3 - 0.4701729018*E1*E3 + 0.0673900506*E2*E3 + 0.102788663*E3^2 + Piecewise[{{0., Inequality[-0.1267485417, LessEqual, E1, LessEqual, -0.1267485417]}, {-0.3257293952 - 2.5698867295*E1, E1 < -0.1267485417}}, 0.8831439773 + 6.9676855111*E1]	0.7505751226	0.7505898077
0.750589175	0.1493795435 - 0.1467281781*E1 + 0.4389647172*E1^2 - 0.0648419454*E1^3 + 0.0323443824*E2 - 0.2219904291*E1*E2 + 0.1100843515*E2^2 - 0.2011966311*E3 + 0.0275611501*E1*E3 + 0.0181245875*E2*E3 + 0.0287249967*E3^2 + Piecewise[{{-0.1992501388 - 1.5717672772*E1, E1 < -0.1267682192}}, 0.2546123012 + 2.008486849*E1]	0.7505826209	0.7505951552
0.7505946302	0.1082549039 - 0.304280939*E1 + 0.4743671666*E1^2 - 0.1054239466*E1^3 + 0.0335247664*E2 - 0.1569160002*E1*E2 + 0.0972187769*E2^2 - 0.2002061039*E3 - 0.1535450756*E1*E3 + 0.0160076104*E2*E3 + 0.0253590136*E3^2 + Piecewise[{{0.3169963555 + 2.5002749618*E1, E1 >= -0.1267845978}, {-0.137223031 - 1.0823320284*E1, E1 < -0.1267845978}}, -0.0027774269 - 0.0219066583*E1]	0.750589175	0.7506005402
0.7506044521	0.0728275266 - 0.1763097996*E1 + 0.4349989288*E1^2 - 0.0569726941*E1^3 + 0.0345531931*E2 - 0.0062238195*E1*E2 + 0.0643148534*E2^2 - 0.1362869474*E3 - 0.1321182641*E1*E3 + 0.0105912804*E2*E3 + 0.0167656131*E3^2 + Piecewise[{{0.1500242796 + 1.1830253479*E1, E1 >= -0.1268140872}}, -0.0627650485 - 0.4949375096*E1]	0.7505946302	0.7506117977
0.7506162718	0.1593942779 - 0.2851486878*E1 + 0.5443886045*E1^2 - 0.03641172*E1^3 + 0.0529975579*E2 - 0.1391269534*E1*E2 + 0.1285450683*E2^2 - 0.2583551132*E3 - 0.1539731529*E1*E3 + 0.0211721865*E2*E3 + 0.0334837231*E3^2 + Piecewise[{{0.2433792813 + 1.9186448319*E1, E1 >= -0.1268495749}}, -0.1792026112 - 1.4127174754*E1]	0.7506044521	0.750623455
0.7506254895	0.097449774 - 0.1922002954*E1 + 0.1993231439*E1^2 - 0.0513771049*E1^3 + 0.0316208946*E2 - 0.0859496039*E1*E2 + 0.0780475975*E2^2 - 0.17427353*E3 - 0.2169055826*E1*E3 + 0.013261793*E2*E3 + 0.0210138226*E3^2 + Piecewise[{{-0.1307924144 - 1.030857883*E1, E1 < -0.126877251}}, 0.1848570125 + 1.4569752345*E1]	0.7506162718	0.7506312003
0.7506344211	0.0737082415 - 0.1521243943*E1 + 0.3469179942*E1^2 - 0.0499571593*E1^3 + 0.034366471*E2 + 0.0064442698*E1*E2 + 0.0615672136*E2^2 - 0.1290192385*E3 - 0.1046581758*E1*E3 + 0.0104631161*E2*E3 + 0.0165684268*E3^2 + Piecewise[{{-0.0906140544 - 0.7140358507*E1, E1 < -0.1269040684}, {0.1520574654 + 1.1982079637*E1, E1 >= -0.1269040684}}, 0.0242797704 + 0.1913238138*E1]	0.7506254895	0.7506409389
0.750638796	0.437452312 - 1.3510188772*E1 + 1.6664088978*E1^2 - 0.2707626609*E1^3 + 0.1610396099*E2 - 0.4140460567*E1*E2 + 0.3915895126*E2^2 - 0.7379638706*E3 + 0.0881832782*E1*E3 + 0.0675741825*E2*E3 + 0.1097686081*E3^2 + Piecewise[{{1.5437902449 + 12.1637586909*E1, E1 >= -0.1269172041}}, -0.9234573452 - 7.2760612037*E1]	0.7506344211	0.7506436128
0.7506438505	0.9066064071 - 3.9986154114*E1 + 6.4427025945*E1^2 - 0.5169054834*E1^3 + 0.6671557698*E2 + 1.2387810023*E1*E2 + 0.9349495864*E2^2 - 1.8216593484*E3 - 0.2621868688*E1*E3 + 0.161401633*E2*E3 + 0.2620154492*E3^2 + Piecewise[{{-2.0031207316 - 15.7810065483*E1, E1 < -0.1269323807}, {3.5938040529 + 28.3127444086*E1, E1 >= -0.1269323807}}, 1.6360197026 + 12.8889074097*E1]	0.750638796	0.750648678
0.7506539631	0.0634788482 - 0.0576736443*E1 + 0.2381190482*E1^2 - 0.014914631*E1^3 + 0.0252232043*E2 - 0.0048693897*E1*E2 + 0.0470047599*E2^2 - 0.0949450498*E3 - 0.0607485061*E1*E3 + 0.0077461277*E2*E3 + 0.0122142843*E3^2 + Piecewise[{{0.1069534343 + 0.8424001441*E1, E1 >= -0.1269627445}}, -0.0790315554 - 0.6224783157*E1]	0.7506438505	0.7506615779
0.7506591828	0.1833695366 - 0.661133621*E1 + 1.2139076834*E1^2 - 0.1151672739*E1^3 + 0.1054915086*E2 + 0.0480881882*E1*E2 + 0.1807705041*E2^2 - 0.334098199*E3 + 0.0104491116*E1*E3 + 0.0297921955*E2*E3 + 0.0469578284*E3^2 + Piecewise[{{-0.4064957139 - 3.2012976824*E1, E1 < -0.1269784176}}, 0.7483873616 + 5.8938154676*E1]	0.7506539631	0.7506649705
0.7506645511	0.0905588315 - 0.2540511704*E1 + 0.5677890027*E1^2 - 0.0587869146*E1^3 + 0.0438482937*E2 - 0.0148400092*E1*E2 + 0.0831789297*E2^2 - 0.1549507291*E3 - 0.0049953988*E1*E3 + 0.0137094897*E2*E3 + 0.021599508*E3^2 + Piecewise[{{-0.2810742273 - 2.213278108*E1, E1 <= -0.1269945364}}, 0.3368683735 + 2.6526209949*E1]	0.7506591828	0.7506689182
0.7506738878	0.077747496 - 0.4021697966*E1 + 0.7485197113*E1^2 - 0.0648036354*E1^3 + 0.063987462*E2 + 0.1192144357*E1*E2 + 0.0888310632*E2^2 - 0.1819497324*E3 - 0.1353545146*E1*E3 + 0.0146430049*E2*E3 + 0.0230533819*E3^2 + Piecewise[{{0.278407103 + 2.1917923697*E1, E1 >= -0.1270225715}}, -0.1852814734 - 1.4586499958*E1]	0.7506645511	0.750679605
0.7506852189	0.0634259232 - 0.0575870732*E1 + 0.2379375444*E1^2 - 0.0149107613*E1^3 + 0.0252310373*E2 - 0.0048709618*E1*E2 + 0.0470072322*E2^2 - 0.0948810065*E3 - 0.0608008336*E1*E3 + 0.0077499624*E2*E3 + 0.0121904005*E3^2 + Piecewise[{{0.1069855447 + 0.8420306234*E1, E1 >= -0.1270565959}}, -0.0790690404 - 0.6223135431*E1]	0.7506738878	0.7506937487
0.7506915649	0.1466433724 - 0.4761406685*E1 + 1.0325017861*E1^2 - 0.1325108088*E1^3 + 0.0782845254*E2 + 0.0049645671*E1*E2 + 0.1412026701*E2^2 - 0.2648668603*E3 - 0.024497866*E1*E3 + 0.0232818104*E2*E3 + 0.0366031897*E3^2 + Piecewise[{{-0.2663870603 - 2.0962871926*E1, E1 < -0.1270756513}, {0.5497554209 + 4.3262058097*E1, E1 >= -0.1270756513}}, 0.2698026965 + 2.1231659543*E1]	0.7506852189	0.7506989138
0.7506957238	0.210708371 - 0.7053301219*E1 - 0.1054024542*E1^2 - 0.1047815791*E1^3 - 0.0583682092*E2 - 1.2742709358*E1*E2 + 0.1883329703*E2^2 - 0.2719571696*E3 + 0.6068312859*E1*E3 + 0.0310545822*E2*E3 + 0.0488074588*E3^2 + Piecewise[{{-0.5614071736 - 4.4174631538*E1, E1 < -0.1270881395}}, 0.9207845637 + 7.2452438699*E1]	0.7506915649	0.7507022231
0.7507059942	0.0668623891 - 0.0704495392*E1 + 0.1420594752*E1^2 - 0.0173486453*E1^3 + 0.0287202825*E2 + 0.0121080001*E1*E2 + 0.0490572364*E2^2 - 0.103878332*E3 - 0.0996790236*E1*E3 + 0.0078655028*E2*E3 + 0.0126719338*E3^2 + Piecewise[{{0.1226031492 + 0.9644755622*E1, E1 >= -0.1271189794}, {-0.1158090374 - 0.9110286909*E1, E1 < -0.1271189794}}, -0.0642494839 - 0.5054279399*E1]	0.7506957238	0.7507124256
0.7507145403	1.8398983935 - 8.4066573264*E1 + 2.2293035678*E1^2 - 1.8149304361*E1^3 - 0.1049766243*E2 - 8.9136749901*E1*E2 + 1.8479369901*E2^2 - 3.2753851892*E3 + 1.300564474*E1*E3 + 0.2932161542*E2*E3 + 0.4775281635*E3^2 + Piecewise[{{5.3366602621 + 41.9731431615*E1, E1 >= -0.127144642}, {-3.1216397984 - 24.5518784633*E1, E1 < -0.127144642}}, -3.1189524072 - 24.5307419752*E1]	0.7507059942	0.7507232238
0.7507220262	11.834412552 - 77.1329792579*E1 + 2.7820413177*E1^2 - 8.8957077882*E1^3 - 3.3836060483*E2 - 86.0097287054*E1*E2 + 13.6313670548*E2^2 - 23.011287535*E3 + 18.2470375515*E1*E3 + 2.1858326764*E2*E3 + 3.5174207244*E3^2 + Piecewise[{{-27.2187090844 - 214.0388871177*E1, E1 < -0.1271671211}}, 45.0132186047 + 353.9689992596*E1]	0.7507145403	0.750729858
0.750726976	0.6814830885 + 0.5084322612*E1 + 1.9989799085*E1^2 - 0.0971076099*E1^3 + 0.4257303933*E2 + 1.5544707157*E1*E2 + 0.4022841265*E2^2 - 1.0053556823*E3 - 1.943047472*E1*E3 + 0.0611288207*E2*E3 + 0.1055256575*E3^2 + Piecewise[{{1.904624375 + 14.9755830384*E1, E1 >= -0.1271819848}}, -1.3783848963 - 10.8378942033*E1]	0.7507220262	0.7507317335
0.7507304542	0.6936387927 + 0.949016523*E1 + 2.3359150696*E1^2 - 0.3448378484*E1^3 + 0.4839455252*E2 + 2.1288090459*E1*E2 + 0.3799511964*E2^2 - 1.1152929878*E3 - 3.1483336901*E1*E3 + 0.0598873751*E2*E3 + 0.1003477612*E3^2 + Piecewise[{{2.689255252 + 21.1432021473*E1, E1 >= -0.1271924297}, {-1.896856248 - 14.9132794541*E1, E1 < -0.1271924297}}, -1.1245216694 - 8.8411053424*E1]	0.750726976	0.7507339137
0.7507357046	0.4348690148 - 1.5121330133*E1 - 0.0819117078*E1^2 - 0.2347319249*E1^3 - 0.0595969037*E2 - 2.1935177619*E1*E2 + 0.3881400675*E2^2 - 0.6457643401*E3 + 0.6795057155*E1*E3 + 0.0600840725*E2*E3 + 0.1026543894*E3^2 + Piecewise[{{-1.2194197893 - 9.5860158768*E1, E1 <= -0.1272081963}}, 1.6989387964 + 13.3555764946*E1]	0.7507304542	0.7507418768
0.7507484023	0.4820370135 - 0.9338804852*E1 + 1.860430766*E1^2 - 0.2222745009*E1^3 + 0.2331281591*E2 + 0.1628318669*E1*E2 + 0.3943791462*E2^2 - 0.8659599198*E3 - 0.9747270802*E1*E3 + 0.0696763491*E2*E3 + 0.1074090643*E3^2 + Piecewise[{{1.0342263248 + 8.1277499149*E1, E1 >= -0.1272463272}}, -0.664867607 - 5.2250435969*E1]	0.7507357046	0.7507571717
0.7507549735	0.4931379249 - 1.0255259522*E1 - 0.0742632102*E1^2 - 0.2343669293*E1^3 - 0.0257358348*E2 - 1.9138007234*E1*E2 + 0.3870466189*E2^2 - 0.6564459035*E3 + 0.5626391277*E1*E3 + 0.0605291548*E2*E3 + 0.101955609*E3^2 + Piecewise[{{-0.9256624743 - 7.2734433015*E1, E1 < -0.1272660604}}, 1.40442356 + 11.0353346047*E1]	0.7507484023	0.750763662
0.7507587981	0.6606147417 + 0.5658883379*E1 + 2.0973681162*E1^2 - 0.2344081423*E1^3 + 0.5171706708*E2 + 2.3513385791*E1*E2 + 0.387153508*E2^2 - 1.057150799*E3 - 2.5847191934*E1*E3 + 0.0605445644*E2*E3 + 0.1019577076*E3^2 + Piecewise[{{-1.577315308 - 12.3927225149*E1, E1 < -0.1272775458}}, 2.6840381525 + 21.0880728*E1]	0.7507549735	0.7507633077
0.750760827	0.6041287665 + 0.6246509355*E1 + 6.4990547153*E1^2 - 0.6472457575*E1^3 + 1.0557423028*E2 + 6.692135349*E1*E2 + 0.3973308413*E2^2 - 1.3998847093*E3 - 5.1478105745*E1*E3 + 0.0776739149*E2*E3 + 0.1103641013*E3^2 + Piecewise[{{5.2189052652 + 41.0021690413*E1, E1 >= -0.1272836386}}, -3.7657895556 - 29.5858100667*E1]	0.7507587981	0.7507627226
0.7507678913	0.527463116 - 0.7862463022*E1 + 0.2007907782*E1^2 - 0.4136608017*E1^3 - 0.0184271176*E2 - 1.7480250611*E1*E2 + 0.3976603264*E2^2 - 0.7382954259*E3 + 0.0537237988*E1*E3 + 0.077761898*E2*E3 + 0.1104215246*E3^2 + Piecewise[{{-1.5370336604 - 12.0736454344*E1, E1 < -0.1273048533}}, 1.3945071867 + 10.954077169*E1]	0.750760827	0.7507733159
0.7507782548	1.3736535732 - 1.6547551276*E1 + 0.7357881524*E1^2 - 0.9753255519*E1^3 - 0.2781463274*E2 - 6.5565205023*E1*E2 + 1.0158636152*E2^2 - 1.7880380051*E3 + 0.5591945537*E1*E3 + 0.16327266*E2*E3 + 0.2526435551*E3^2 + Piecewise[{{2.4012707593 + 18.8577560079*E1, E1 >= -0.1273359756}, {-1.6639514206 - 13.0674101526*E1, E1 < -0.1273359756}}, -0.2544589623 - 1.9983273467*E1]	0.7507678913	0.7507905459
0.7507884539	1.3817653509 - 2.2234916499*E1 + 0.2340378834*E1^2 - 0.9397733106*E1^3 - 0.1734555269*E2 - 5.9326070449*E1*E2 + 1.0621691718*E2^2 - 1.9399472427*E3 + 0.0267572293*E1*E3 + 0.1707281443*E2*E3 + 0.263957827*E3^2 + Piecewise[{{-1.3791506577 - 10.8281967562*E1, E1 < -0.1273666049}}, 2.7410998822 + 21.5213390117*E1]	0.7507782548	0.7508028643
0.7508005202	3.4129929648 - 5.4902349361*E1 + 0.1015746881*E1^2 - 2.3915019106*E1^3 - 0.3851239991*E2 - 13.7044596269*E1*E2 + 2.6306510965*E2^2 - 4.7880271498*E3 + 0.3354500764*E1*E3 + 0.4954085027*E2*E3 + 0.6915863682*E3^2 + Piecewise[{{-3.3898436539 - 26.6072843704*E1, E1 < -0.1274028423}}, 6.1826302617 + 48.5281972634*E1]	0.7507884539	0.7508162071
0.7508055039	0.6792588057 + 0.6282606425*E1 + 2.6047093423*E1^2 - 0.2111524408*E1^3 + 0.4844217432*E2 + 2.1131951914*E1*E2 + 0.40059473*E2^2 - 1.0414752085*E3 - 2.247291855*E1*E3 + 0.0718244404*E2*E3 + 0.1100434061*E3^2 + Piecewise[{{-1.9062076689 - 14.9602922649*E1, E1 < -0.1274178094}}, 2.4591308179 + 19.2997417612*E1]	0.7508005202	0.7508101872
0.7508135784	0.2969101525 - 2.5948541698*E1 + 0.04353468*E1^2 - 0.3771060861*E1^3 - 0.2029646208*E2 - 3.2143637607*E1*E2 + 0.391702614*E2^2 - 0.6220418582*E3 + 0.9458097799*E1*E3 + 0.0737724799*E2*E3 + 0.1104213902*E3^2 + Piecewise[{{-0.6956042116 - 5.4581997324*E1, E1 < -0.1274420589}}, 1.5177709367 + 11.9094979332*E1]	0.7508055039	0.7508250153
0.7508172707	0.7141336484 + 0.9690970892*E1 + 3.5855729114*E1^2 - 0.3892057012*E1^3 + 0.6859407389*E2 + 3.6262766662*E1*E2 + 0.4047002953*E2^2 - 1.2268353798*E3 - 3.6527931388*E1*E3 + 0.0671318133*E2*E3 + 0.1083240659*E3^2 + Piecewise[{{3.4907380563 + 27.3884020076*E1, E1 >= -0.1274531481}, {-2.3312854377 - 18.291313107*E1, E1 < -0.1274531481}}, 0.1871873154 + 1.4686754956*E1]	0.7508135784	0.7508211089
0.7508260731	42.6361433865 - 6.5711777608*E1 + 130.3802620862*E1^2 - 9.8608620351*E1^3 + 24.6088397044*E2 + 74.79877239*E1*E2 + 28.5802271301*E2^2 - 60.7134544363*E3 - 55.2838271196*E1*E3 + 5.2613194252*E2*E3 + 7.8199746627*E3^2 + Piecewise[{{99.2939920195 + 778.9011290292*E1, E1 >= -0.1274795841}}, -73.1356850817 - 573.7050804773*E1]	0.7508172707	0.7508343692
0.7508350838	43.2846038502 - 6.7055484397*E1 + 132.3095790221*E1^2 - 10.0113232869*E1^3 + 24.9760600555*E2 + 75.803971161*E1*E2 + 29.0230595916*E2^2 - 61.6323073331*E3 - 56.0529464887*E1*E3 + 5.3417210952*E2*E3 + 7.9366684893*E3^2 + Piecewise[{{0., E1 == -0.1275066461}, {100.7713770548 + 790.3225452146*E1, E1 >= -0.1275066461}}, -74.2416376478 - 582.2570033433*E1]	0.7508260731	0.7508435739
0.7508390808	15.6774598124 + 28.9087328114*E1 + 108.4193843473*E1^2 - 3.1361180799*E1^3 + 17.7458591338*E2 + 103.8495392665*E1*E2 + 8.6361303964*E2^2 - 24.7318645738*E3 - 66.829129632*E1*E3 + 1.6328943781*E2*E3 + 2.3793953678*E3^2 + Piecewise[{{67.5479052746 + 529.7100066982*E1, E1 >= -0.1275186506}}, -59.9083345418 - 469.8005683882*E1]	0.7508350838	0.7508423613
0.7508423457	16.6735845784 + 34.9274148757*E1 + 95.2625417818*E1^2 - 3.1395231261*E1^3 + 20.3492091995*E2 + 124.2130291009*E1*E2 + 8.6458631927*E2^2 - 27.579469917*E3 - 89.0202402587*E1*E3 + 1.6346485044*E2*E3 + 2.3816105043*E3^2 + Piecewise[{{82.8254535435 + 649.4664489298*E1, E1 >= -0.1275284561}}, -66.149922192 - 518.7071513042*E1]	0.7508390808	0.7508453173
0.7508494467	0.471013883 - 1.3618345118*E1 + 0.7446449161*E1^2 - 0.4825710821*E1^3 - 0.1208240724*E2 - 2.7666101272*E1*E2 + 0.4085972718*E2^2 - 0.6774016786*E3 + 0.708263331*E1*E3 + 0.0620478861*E2*E3 + 0.1063803914*E3^2 + Piecewise[{{1.7335547016 + 13.5912007045*E1, E1 >= -0.1275497831}}, -0.9991873769 - 7.8337050274*E1]	0.7508423457	0.7508596312
0.7508523586	18.0837074469 + 46.579227306*E1 + 102.7238336643*E1^2 - 3.1500116759*E1^3 + 22.5309022559*E2 + 141.1566326057*E1*E2 + 8.675842957*E2^2 - 29.026392314*E3 - 99.9330995843*E1*E3 + 1.6400516327*E2*E3 + 2.388433804*E3^2 + Piecewise[{{93.9536999912 + 736.5536492411*E1, E1 >= -0.127558529}}, -76.3331916491 - 598.4169955269*E1]	0.7508494467	0.7508550518
0.7508565292	15.7656612505 + 29.0597772001*E1 + 108.9989387017*E1^2 - 3.154400697*E1^3 + 17.8484590045*E2 + 104.3835454825*E1*E2 + 8.6883881824*E2^2 - 24.8717389193*E3 - 67.184638194*E1*E3 + 1.6423125725*E2*E3 + 2.3912890811*E3^2 + Piecewise[{{67.9373916971 + 532.5455042629*E1, E1 >= -0.1275710548}}, -60.2463926724 - 472.2575413077*E1]	0.7508523586	0.7508599521
0.7508607416	15.7871070069 + 29.0965035924*E1 + 109.1398587039*E1^2 - 3.1588460796*E1^3 + 17.8734055928*E2 + 104.5133913826*E1*E2 + 8.7010944729*E2^2 - 24.9057488084*E3 - 67.271080924*E1*E3 + 1.6446025197*E2*E3 + 2.3941810306*E3^2 + Piecewise[{{68.0320927392 + 533.2349606488*E1, E1 >= -0.1275837065}}, -60.32858867 - 472.8549616835*E1]	0.7508565292	0.750864199
0.7508637167	16.5656351991 + 42.7480253225*E1 + 94.4977739517*E1^2 - 2.8902975742*E1^3 + 20.719560293*E2 + 129.8952982855*E1*E2 + 7.9482885308*E2^2 - 26.6246404078*E3 - 91.8472089618*E1*E3 + 1.5018544998*E2*E3 + 2.1849970827*E3^2 + Piecewise[{{0., E1 == -0.1275926422}, {86.3694059597 + 676.9152551423*E1, E1 >= -0.1275926422}}, -70.1953462818 - 550.1519920182*E1]	0.7508607416	0.7508664667
0.7508674911	59.3509074313 + 132.6036358531*E1 + 402.7894652632*E1^2 - 10.5928742587*E1^3 + 69.2863988736*E2 + 415.815427967*E1*E2 + 30.7346568879*E2^2 - 92.3672174366*E3 - 272.0556363063*E1*E3 + 5.6524795253*E2*E3 + 8.3877055691*E3^2 + Piecewise[{{269.455080682 + 2111.6510944589*E1, E1 >= -0.1276039784}, {-239.0673927713 - 1873.510495023*E1, E1 < -0.1276039784}}, -133.9369995535 - 1049.6302796758*E1]	0.7508637167	0.7508706582
