Original u	Witness	Lower u	Upper u
0.7580496262	0.1835219802 - 0.1304649262*E1 + 0.2319900048*E1^2 - 0.0466724272*E1^3 - 0.0001171856*E2 - 0.4998282285*E1*E2 + 0.1858077419*E2^2 - 0.2290116389*E3 - 0.0639761438*E1*E3 + 0.0357283272*E2*E3 + 0.0051410343*E3^2 + Piecewise[{{-0.1529922643 - 1.0248782872*E1, E1 < -0.1492784717}}, 0.2167330677 + 1.4518708911*E1]	0.7576453871	0.7583622805
0.7581866537	0.0503644746 + 0.0422351311*E1 + 0.1644910935*E1^2 - 0.0128868458*E1^3 + 0.0225781619*E2 + 0.0425354708*E1*E2 + 0.0407461647*E2^2 - 0.0627899724*E3 - 0.0794323245*E1*E3 + 0.0076197913*E2*E3 + 0.0016499353*E3^2 + Piecewise[{{0.1217530285 + 0.8133460624*E1, E1 >= -0.1496940037}}, -0.0987641015 - 0.6597732647*E1]	0.7580496262	0.7583072523
0.7583838363	0.054623785 - 0.0271585207*E1 + 0.2302070447*E1^2 - 0.0247091521*E1^3 + 0.0302272348*E2 + 0.0500547618*E1*E2 + 0.0578920552*E2^2 - 0.0924867313*E3 - 0.1620806634*E1*E3 + 0.0124952678*E2*E3 + 0.0023837632*E3^2 + Piecewise[{{0.1577259474 + 1.0494627574*E1, E1 >= -0.1502920864}, {-0.1519699942 - 1.011164312*E1, Inequality[-0.1502920864, LessEqual, E1, LessEqual, -0.1502920864] || E1 < -0.1502920864}}, -0.0835320129 - 0.5557978128*E1]	0.7581866537	0.7584957099
0.7585363366	0.1670935116 - 0.052681803*E1 + 0.4204167463*E1^2 - 0.0681144484*E1^3 + 0.0590820782*E2 - 0.0677305652*E1*E2 + 0.1665120676*E2^2 - 0.2012535973*E3 - 0.0480457158*E1*E3 + 0.0313377135*E2*E3 + 0.0037582146*E3^2 + Piecewise[{{0.4771333644 + 3.1649640935*E1, E1 > -0.150754748}}, -0.493004163 - 3.2702397073*E1]	0.7583838363	0.7586536564
0.758721327	0.8611764517 + 0.2762806925*E1 + 2.3049924015*E1^2 - 0.4782544784*E1^3 + 0.1149826588*E2 - 1.1851598345*E1*E2 + 0.6473479184*E2^2 - 1.0148155903*E3 - 0.404942182*E1*E3 + 0.0889946007*E2*E3 + 0.0487322881*E3^2 + Piecewise[{{0., Inequality[-0.1513161041, LessEqual, E1, LessEqual, -0.1513161041]}, {1.5341392928 + 10.1386385917*E1, E1 > -0.1513161041}}, -1.4434883774 - 9.5395555264*E1]	0.7585363366	0.7588692643
0.7589207141	1.027612394 - 1.4395212243*E1 + 3.3638580348*E1^2 - 0.0161705079*E1^3 - 0.0578160398*E2 - 3.6638881401*E1*E2 + 0.3808706437*E2^2 - 1.5930163001*E3 + 0.5910131688*E1*E3 - 0.0708976079*E2*E3 + 0.3197662433*E3^2 + Piecewise[{{2.1690938361 + 14.277746622*E1, E1 > -0.1519213006}}, -0.6663196925 - 4.3859530557*E1]	0.758721327	0.7592726197
0.7591110239	7.6224902214 - 5.7717811227*E1 + 37.9908949367*E1^2 - 0.9090545795*E1^3 - 1.2132387714*E2 - 25.3819925315*E1*E2 + 6.3581696066*E2^2 - 10.40309699*E3 + 0.2823588121*E1*E3 + 0.8430696145*E2*E3 + 0.6714207499*E3^2 + Piecewise[{{0., Inequality[-0.1524990932, LessEqual, E1, LessEqual, -0.1524990932]}, {14.987692915 + 98.2805379263*E1, E1 > -0.1524990932}}, -6.1715386588 - 40.4693465936*E1]	0.7589207141	0.7593429554
0.7593829506	0.5325494872 - 0.4884648778*E1 + 1.8973724176*E1^2 - 0.1439843311*E1^3 - 0.0245753533*E2 - 1.6097011848*E1*E2 + 0.5075192841*E2^2 - 0.7593255256*E3 - 0.2279324058*E1*E3 + 0.0989191742*E2*E3 + 0.051020887*E3^2 + Piecewise[{{-0.3058893105 - 1.9950396056*E1, E1 < -0.1533249313}}, 1.0979657771 + 7.1610387671*E1]	0.7591110239	0.7597986393
0.7596583309	1.0463078907 - 1.1367776026*E1 + 5.3328445338*E1^2 - 0.3620338903*E1^3 + 0.022399416*E2 - 2.9280891401*E1*E2 + 1.0484986928*E2^2 - 1.5747563146*E3 - 0.5154015719*E1*E3 + 0.1964805982*E2*E3 + 0.1018340495*E3^2 + Piecewise[{{0., Inequality[-0.1541615594, LessEqual, E1, LessEqual, -0.1541615594]}, {-0.9207054649 - 5.9723414074*E1, E1 < -0.1541615594}}, 2.4354230076 + 15.7978617781*E1]	0.7593829506	0.7599826888
0.7598807333	0.7762942978 - 0.7290523092*E1 + 4.2969066178*E1^2 - 0.4535232803*E1^3 - 0.0363751893*E2 - 2.2631849468*E1*E2 + 0.8190256218*E2^2 - 1.1544498628*E3 - 0.4142954658*E1*E3 + 0.1773552032*E2*E3 + 0.0617115474*E3^2 + Piecewise[{{2.0918154234 + 13.509750512*E1, E1 > -0.1548374577}}, -0.8022592051 - 5.1812992605*E1]	0.7596583309	0.7601642526
0.7600953647	4.2123207054 - 2.964909311*E1 + 14.0829585723*E1^2 - 1.6997734957*E1^3 - 0.2732493322*E2 - 10.9271308045*E1*E2 + 3.0596654223*E2^2 - 6.0218774183*E3 + 0.4182610989*E1*E3 + 0.7683654358*E2*E3 + 0.9140242146*E3^2 + Piecewise[{{-5.9075580735 - 37.9931883*E1, E1 < -0.155489927}}, 9.7922107633 + 62.9764960026*E1]	0.7598807333	0.7603372243
0.7603900487	1.6220617346 - 0.5705751525*E1 + 4.4115887993*E1^2 - 0.5786149406*E1^3 - 0.1233203812*E2 - 4.2436489703*E1*E2 + 1.1487849903*E2^2 - 2.0869462788*E3 + 0.6899795932*E1*E3 + 0.2870611771*E2*E3 + 0.3179613224*E3^2 + Piecewise[{{-1.463950586 - 9.3611326852*E1, E1 == -0.1563860523 || E1 < -0.1563860523}, {2.7039838945 + 17.2904415334*E1, E1 >= -0.1563860523}}, 0.9197674673 + 5.8813906582*E1]	0.7600953647	0.7607741277
0.7606083856	1.3588831756 - 0.2331466118*E1 + 3.7123187286*E1^2 - 0.4414960024*E1^3 - 0.1597827584*E2 - 3.8439420374*E1*E2 + 0.910292147*E2^2 - 1.6607623364*E3 + 0.8486705511*E1*E3 + 0.2109895236*E2*E3 + 0.2571887822*E3^2 + Piecewise[{{-1.6687091363 - 10.6253210136*E1, E1 < -0.1570502326}}, 2.7838452427 + 17.7258269356*E1]	0.7603900487	0.7609083212
0.7607414681	3.7535677516 - 10.0644684778*E1 + 5.6773929274*E1^2 - 2.0437342131*E1^3 - 0.1608711108*E2 - 14.813212647*E1*E2 + 4.1177823797*E2^2 - 4.6610556295*E3 + 8.6364700824*E1*E3 + 0.5483922854*E2*E3 + 0.3325509765*E3^2 + Piecewise[{{-14.9442978868 - 94.9114507015*E1, E1 < -0.1574551624}, {18.4919274753 + 117.4424972149*E1, E1 >= -0.1574551624}}, 8.5714180991 + 54.4371995607*E1]	0.7606083856	0.7608860893
0.7608708702	4.5591175864 - 14.06719554*E1 + 9.7178996946*E1^2 - 2.5501700491*E1^3 - 0.5887778486*E2 - 20.1289520319*E1*E2 + 5.9708292172*E2^2 - 6.0413721621*E3 + 9.5059900337*E1*E3 + 1.0930843745*E2*E3 + 0.2454847119*E3^2 + Piecewise[{{0., Inequality[-0.1578489624, LessEqual, E1, LessEqual, -0.1578489624]}, {25.4828643076 + 161.4382756993*E1, E1 > -0.1578489624}}, -19.1809468369 - 121.514557636*E1]	0.7607414681	0.7610151868
0.7610115239	3.8025155044 + 2.3662504984*E1 + 16.0360535709*E1^2 - 1.5059232578*E1^3 + 3.6019505279*E2 + 12.990327171*E1*E2 + 2.8855426842*E2^2 - 5.8946043742*E3 - 10.6748646042*E1*E3 + 0.3762708226*E2*E3 + 0.2265465829*E3^2 + Piecewise[{{14.7161733975 + 92.9772870375*E1, E1 >= -0.1582770789}}, -10.2027486712 - 64.4613151905*E1]	0.7608708702	0.7611419286
0.7611617302	15.8143049002 - 54.3790316844*E1 + 32.3003959685*E1^2 - 12.0617960951*E1^3 - 3.7304531765*E2 - 87.7954488366*E1*E2 + 23.4546377132*E2^2 - 19.2508884301*E3 + 47.9838826567*E1*E3 + 4.9400858648*E2*E3 + 0.7191060153*E3^2 + Piecewise[{{1.*^-10, Inequality[-0.1587343591, LessEqual, E1, LessEqual, -0.1587343591]}, {92.4897245808 + 582.6698460359*E1, E1 >= -0.1587343591}, {-64.5947680437 - 406.9362701784*E1, E1 < -0.1587343591}}, -4.3694020259 - 27.5265043472*E1]	0.7610115239	0.7613496303
0.7615644266	0.6501292738 - 0.4448441222*E1 + 1.3142805729*E1^2 - 0.2040035093*E1^3 + 0.1917449196*E2 - 0.3254179033*E1*E2 + 0.5992356295*E2^2 - 0.9913940861*E3 - 0.8023983462*E1*E3 + 0.1539657307*E2*E3 + 0.0815102342*E3^2 + Piecewise[{{1.2383113153 + 7.7413446867*E1, E1 >= -0.1599607517}}, -0.6472836664 - 4.0465155331*E1]	0.7611617302	0.7619232999
0.761914404	2.5859929899 - 1.8497430341*E1 + 8.6016113591*E1^2 - 1.3302983405*E1^3 + 0.0579217992*E2 - 6.4912992492*E1*E2 + 2.1033599917*E2^2 - 3.8733717259*E3 - 1.5192169007*E1*E3 + 0.4073013216*E2*E3 + 0.4046967657*E3^2 + Piecewise[{{-2.4875324951 - 15.447910408*E1, E1 == -0.1610271182 || E1 < -0.1610271182}}, 5.4410832395 + 33.7898566441*E1]	0.7615644266	0.7623040022
0.7622138573	0.1555000301 - 0.3261405906*E1 - 0.0186492338*E1^2 - 0.03125*E1^3 - 0.0351201608*E2 - 0.7146515587*E1*E2 + 0.1459124215*E2^2 - 0.1777905063*E3 + 0.2929702841*E1*E3 + 0.0091922191*E2*E3 + 0.0071400015*E3^2 + Piecewise[{{0.3109993421 + 1.920461155*E1, E1 > -0.1619399285}}, -0.1905275732 - 1.1765324029*E1]	0.761914404	0.7626088169
0.7624260141	0.2843791829 - 0.2853973056*E1 + 0.505075075*E1^2 - 0.0707265068*E1^3 + 0.0113803967*E2 - 0.6824811719*E1*E2 + 0.2679032307*E2^2 - 0.403108992*E3 - 0.1444328643*E1*E3 + 0.04658098*E2*E3 + 0.0202196103*E3^2 + Piecewise[{{-0.6145673225 - 3.7799324309*E1, E1 == -0.1625868541 || E1 < -0.1625868541}}, 0.8933595453 + 5.4946603799*E1]	0.7622138573	0.7626424254
0.7629883822	1.3642523977 - 0.224065292*E1 + 1.2670196158*E1^2 - 0.2866122114*E1^3 + 0.3618288658*E2 - 2.2484035658*E1*E2 + 0.9811102836*E2^2 - 1.687487435*E3 - 0.893668866*E1*E3 - 0.0199877278*E2*E3 + 0.038404219*E3^2 + Piecewise[{{-1.4962990691 - 9.106974519*E1, E1 < -0.1643025426}, {1.7886225629 + 10.8861526693*E1, E1 >= -0.1643025426}}, -0.6624182372 - 4.031698029*E1]	0.7624260141	0.7633950979
0.7632425704	44.7720569262 + 14.3904355569*E1 + 256.3558838433*E1^2 - 14.1575384788*E1^3 + 36.9848975634*E2 + 86.5100514106*E1*E2 + 44.4865588586*E2^2 - 67.8581256266*E3 - 95.4066680035*E1*E3 + 7.3474239912*E2*E3 + 0.6687750816*E3^2 + Piecewise[{{158.4321665251 + 959.7386792578*E1, E1 > -0.1650784427}}, -113.4200228704 - 687.0674392611*E1]	0.7629883822	0.7634536966
0.7635500011	0.1717989938 + 0.0280795546*E1 + 0.4094357289*E1^2 - 0.0282563316*E1^3 + 0.1022913352*E2 + 0.2169430949*E1*E2 + 0.1497871733*E2^2 - 0.2464741164*E3 - 0.2982929345*E1*E3 + 0.0320783154*E2*E3 + 0.0108124639*E3^2 + Piecewise[{{0.4281230933 + 2.5787874494*E1, E1 >= -0.1660172084}}, -0.4070177153 - 2.4516597964*E1]	0.7632425704	0.7637552871
0.7639896114	0.1714250608 - 0.169947507*E1 + 0.6215398557*E1^2 - 0.0897888595*E1^3 + 0.0392871229*E2 - 0.4339773052*E1*E2 + 0.168159174*E2^2 - 0.2836613052*E3 - 0.299567023*E1*E3 + 0.0128083515*E2*E3 + 0.0065736686*E3^2 + Piecewise[{{0.446418131 + 2.6674083215*E1, E1 >= -0.1673602528}, {-0.3325527118 - 1.9870471408*E1, E1 < -0.1673602528}}, -0.156235744 - 0.9335295653*E1]	0.7635500011	0.7642831065
0.7642596284	5.6763817531 - 0.8529902906*E1 + 9.0535161611*E1^2 - 1.7196372804*E1^3 + 0.7957773608*E2 - 9.6733872985*E1*E2 + 3.5720635948*E2^2 - 6.4022858409*E3 + 2.4042164824*E1*E3 - 0.0385042841*E2*E3 + 0.3874444121*E3^2 + Piecewise[{{0., E1 == -0.1681855591}, {-9.4933648354 - 56.4457786213*E1, E1 < -0.1681855591}}, 10.4480971806 + 62.1224392721*E1]	0.7639896114	0.7644997676
0.7645365798	0.2796855509 - 0.7759216503*E1 + 1.7376914846*E1^2 - 0.0543823087*E1^3 + 0.0233432911*E2 - 0.9803302432*E1*E2 + 0.3076812694*E2^2 - 0.5110507039*E3 + 0.0688589643*E1*E3 + 0.0319236905*E2*E3 + 0.0397762485*E3^2 + Piecewise[{{-0.3256211564 - 1.9263834985*E1, E1 < -0.1690323638}}, 1.2141796948 + 7.1831196548*E1]	0.7642596284	0.7649744838
0.7651984379	0.8025694501 - 0.9885645107*E1 + 1.5699481444*E1^2 - 0.465171487*E1^3 - 0.0804135152*E2 - 2.3926115471*E1*E2 + 0.6823197926*E2^2 - 1.1387717371*E3 + 0.1728282293*E1*E3 + 0.1052077645*E2*E3 + 0.0920423278*E3^2 + Piecewise[{{-0.5100111659 - 2.9815223905*E1, E1 < -0.1710572986}}, 1.1197494672 + 6.54604905*E1]	0.7645365798	0.7657829014
0.765528824	0.1457216392 - 0.082088628*E1 + 0.6504510643*E1^2 - 0.0795542501*E1^3 + 0.0402756442*E2 - 0.2829343903*E1*E2 + 0.1368361518*E2^2 - 0.2512219382*E3 - 0.32319042*E1*E3 + 0.0124479129*E2*E3 + 0.0074029255*E3^2 + Piecewise[{{0.5147894603 + 2.9917659553*E1, E1 >= -0.1720687607}}, -0.2691877033 - 1.5644193763*E1]	0.7651984379	0.7658513142
0.7664251628	53.4420581357 - 14.9834296335*E1 + 111.4711893901*E1^2 - 16.7026855995*E1^3 + 4.2894610415*E2 - 118.7862149712*E1*E2 + 44.987279271*E2^2 - 65.7465065529*E3 + 17.5549865677*E1*E3 + 9.4875273563*E2*E3 + 6.5979936893*E3^2 + Piecewise[{{-61.5560805872 - 352.1211530645*E1, E1 < -0.1748150602}}, 64.0984841896 + 366.6645430833*E1]	0.765528824	0.7670244987
0.7672719585	1.7252445194 - 0.7075490954*E1 + 2.9632813334*E1^2 - 0.5095745072*E1^3 + 0.3308325903*E2 - 3.0879430241*E1*E2 + 1.6644993264*E2^2 - 2.3511746809*E3 - 1.2438789745*E1*E3 + 0.3053174479*E2*E3 + 0.0818691166*E3^2 + Piecewise[{{2.6478822007 + 14.9250022107*E1, E1 >= -0.1774125165}, {-1.827670352 - 10.3018117788*E1, E1 < -0.1774125165}}, 0.6614344238 + 3.7282286329*E1]	0.7664251628	0.7678714466
0.7677359999	2.2242550833 - 2.1132022885*E1 + 3.7501949669*E1^2 - 0.8600238461*E1^3 + 0.4531440132*E2 - 3.9135899249*E1*E2 + 2.2614092851*E2^2 - 2.6756328528*E3 + 1.5626013297*E1*E3 + 0.350892198*E2*E3 + 0.0628752096*E3^2 + Piecewise[{{5.1094202783 + 28.5702429414*E1, E1 > -0.178837131}}, -4.4529883157 - 24.8996854956*E1]	0.7672719585	0.768117401
0.7679395689	0.6153085071 - 1.2004785746*E1 + 1.5526462027*E1^2 - 0.4452489981*E1^3 + 0.08023115*E2 - 2.3905685561*E1*E2 + 0.5409816644*E2^2 - 0.9155581592*E3 + 0.3995764757*E1*E3 - 0.0264386391*E2*E3 + 0.0576430542*E3^2 + Piecewise[{{-2.3899420916 - 13.317232947*E1, E1 < -0.1794623629}}, 3.478908167 + 19.3851686295*E1]	0.7677359999	0.7681706911
0.7684626892	0.3808949699 - 0.2404935477*E1 + 0.4104922808*E1^2 - 0.1512644446*E1^3 - 0.0009212239*E2 - 1.77981242*E1*E2 + 0.2642661629*E2^2 - 0.4178706859*E3 + 0.2286831694*E1*E3 - 0.0722821485*E2*E3 - 0.0055176113*E3^2 + Piecewise[{{0.7790146069 + 4.3022887672*E1, E1 > -0.1810698094}}, -0.506814945 - 2.7990030295*E1]	0.7679395689	0.7690890677
0.7685711226	0.1618631172 - 4.6905717698*E1 - 0.7703635742*E1^2 - 0.545898907*E1^3 - 0.9771884794*E2 - 9.4458133038*E1*E2 + 0.5905876021*E2^2 - 0.1714635805*E3 + 4.6900451177*E1*E3 - 0.1731666126*E2*E3 - 0.0254988511*E3^2 + Piecewise[{{-5.2760238212 - 29.0845229851*E1, E1 <= -0.1814031409}}, 6.2437018766 + 34.4189292726*E1]	0.7684626892	0.7686982668
0.7687407289	0.0761330289 + 0.0001648576*E1 + 0.8065426057*E1^2 - 0.0580097622*E1^3 + 0.1929591156*E2 + 0.7309447399*E1*E2 + 0.0679297541*E2^2 - 0.2005008592*E3 - 0.4882638671*E1*E3 - 0.005141066*E2*E3 + 0.0019546173*E3^2 + Piecewise[{{0.6707408301 + 3.6869162782*E1, E1 >= -0.1819246165}, {-0.5459294904 - 3.0008555233*E1, E1 < -0.1819246165}}, 0.0918776969 + 0.505031692*E1]	0.7685711226	0.7688597818
0.7691609711	1.4287212218 - 0.58313937*E1 + 1.6384352384*E1^2 - 0.5616932315*E1^3 - 0.256541313*E2 - 5.5835469118*E1*E2 + 1.2645657858*E2^2 - 1.4851139811*E3 + 1.1011371987*E1*E3 + 0.0825680813*E2*E3 - 0.0192638525*E3^2 + Piecewise[{{3.1565804882 + 17.2286254137*E1, E1 > -0.1832171988}}, -1.7511727538 - 9.5579059437*E1]	0.7687407289	0.7697741952
0.7692988038	0.471887328 - 5.038442208*E1 - 2.1867334957*E1^2 - 0.2096732264*E1^3 - 1.5369066329*E2 - 12.1730653796*E1*E2 + 0.9316075643*E2^2 - 0.3357869301*E3 + 5.761070502*E1*E3 - 0.0529095079*E2*E3 - 0.0297033407*E3^2 + Piecewise[{{-6.2586413034 - 34.0807941302*E1, E1 < -0.183641299}}, 6.91074415 + 37.6317538019*E1]	0.7691609711	0.7694587899
0.7694037698	0.5323587667 - 5.5018548671*E1 - 5.024183316*E1^2 - 0.3080029495*E1^3 - 2.3531292055*E2 - 17.0016624536*E1*E2 + 1.0709508973*E2^2 + 0.3447900232*E3 + 9.5190771138*E1*E3 - 0.0338468747*E2*E3 - 0.0718929044*E3^2 + Piecewise[{{-10.4508248225 - 56.808976392*E1, E1 < -0.1839643219}}, 9.620687707 + 52.2964866506*E1]	0.7692988038	0.7695212184
0.7699030816	1.4912835236 + 0.0922709327*E1 + 3.2918475379*E1^2 - 0.151140598*E1^3 + 0.0067477474*E2 - 4.6689452695*E1*E2 + 1.0891309326*E2^2 - 1.6612679168*E3 + 0.0272511417*E1*E3 - 0.1028423468*E2*E3 - 0.0451236364*E3^2 + Piecewise[{{2.8436365659 + 15.3294523717*E1, E1 >= -0.1855015102}}, -2.1859771474 - 11.7841474429*E1]	0.7694037698	0.7703622307
0.7708223046	0.9192889703 - 1.1348445304*E1 + 2.7005931991*E1^2 - 0.6960865654*E1^3 - 0.1294842559*E2 - 3.6648229063*E1*E2 + 0.8970266387*E2^2 - 1.3540551002*E3 + 0.2849640508*E1*E3 + 0.1253033018*E2*E3 + 0.093447234*E3^2 + Piecewise[{{0., Inequality[-0.1883340505, LessEqual, E1, LessEqual, -0.1883340505]}, {1.7010175157 + 9.0319170177*E1, E1 >= -0.1883340505}}, -1.0465059378 - 5.556647537*E1]	0.7699030816	0.7715042544
0.7710723111	41.8187233076 - 87.1035383173*E1 - 68.8954434664*E1^2 - 24.7505426673*E1^3 - 41.0639786837*E2 - 362.1263419025*E1*E2 + 42.3485666349*E2^2 - 31.2461690182*E3 + 159.6042950951*E1*E3 + 3.484784893*E2*E3 + 1.3955449646*E3^2 + Piecewise[{{-157.2952883903 - 831.7880194211*E1, E1 < -0.189105018}}, 183.0437884314 + 967.947812072*E1]	0.7708223046	0.7714054281
0.7719833297	2.4151421272 + 0.2803756225*E1 + 5.129581632*E1^2 - 0.7580558831*E1^3 + 0.078043864*E2 - 6.6776643012*E1*E2 + 2.3219497555*E2^2 - 2.7345620263*E3 - 0.2336350502*E1*E3 + 0.3060446035*E2*E3 - 0.0531394127*E3^2 + Piecewise[{{3.6736596416 + 19.1419664552*E1, E1 > -0.1919165228}, {-3.3173278975 - 17.2852647033*E1, E1 == -0.1919165228 || E1 < -0.1919165228}}, -1.1252708678 - 5.8633350138*E1]	0.7710723111	0.7726224011
0.7722926484	9.8989716435 - 7.0914321742*E1 + 10.1839327726*E1^2 - 1.9660135428*E1^3 - 2.3298102715*E2 - 45.223617282*E1*E2 + 9.3746180775*E2^2 - 7.5317798978*E3 + 24.9964396837*E1*E3 + 0.5813532456*E2*E3 - 0.1937112014*E3^2 + Piecewise[{{-27.0331972213 - 140.1614309346*E1, E1 < -0.1928718695}, {33.3069700429 + 172.6896209534*E1, E1 >= -0.1928718695}}, 11.984337201 + 62.1362629487*E1]	0.7719833297	0.7726881918
0.7726785779	6.5560422558 + 0.7655330136*E1 + 10.2903069947*E1^2 - 0.8830582567*E1^3 - 0.8041177249*E2 - 21.4308932053*E1*E2 + 5.586833549*E2^2 - 5.3835292574*E3 + 8.6793443733*E1*E3 + 0.2610771457*E2*E3 - 0.3391092691*E3^2 + Piecewise[{{14.9015074408 + 76.7864161276*E1, E1 >= -0.1940643696}}, -12.5814667563 - 64.8314102235*E1]	0.7722926484	0.7731179485
0.773232713	0.6575073226 + 0.0116164414*E1 + 1.0127649815*E1^2 - 0.1374428314*E1^3 - 0.0491748444*E2 - 1.9786525855*E1*E2 + 0.4371274959*E2^2 - 0.665170082*E3 + 0.3415451834*E1*E3 - 0.0714284853*E2*E3 - 0.033964528*E3^2 + Piecewise[{{0.9190033619 + 4.6941176872*E1, E1 >= -0.1957776569}}, -0.9330980605 - 4.7661110844*E1]	0.7726785779	0.7736327549
0.7737962567	0.4324745307 - 0.3358242568*E1 + 0.3578125452*E1^2 - 0.0041030808*E1^3 - 0.1204452205*E2 - 1.9422984721*E1*E2 + 0.3541319079*E2^2 - 0.3855985448*E3 + 0.8445724858*E1*E3 - 0.0153337515*E2*E3 - 0.0078611384*E3^2 + Piecewise[{{0.7609908349 + 3.8527027645*E1, E1 >= -0.1975212939}, {-0.7836141708 - 3.9672389517*E1, E1 < -0.1975212939}}, 0.3741958369 + 1.8944582106*E1]	0.773232713	0.7743106563
0.7741429137	2.759379149 + 0.3910756271*E1 + 9.1767170308*E1^2 - 0.2800737633*E1^3 - 0.1757081355*E2 - 8.7648766439*E1*E2 + 1.9397376029*E2^2 - 2.803181095*E3 + 3.1131741529*E1*E3 - 0.0548977969*E2*E3 + 0.1120127144*E3^2 + Piecewise[{{-3.2662300645 - 16.4467295793*E1, E1 < -0.1985945016}}, 8.2283423356 + 41.432880908*E1]	0.7737962567	0.7748247381
0.7746685454	0.2380056292 - 0.5253210855*E1 + 1.2955610864*E1^2 - 0.1455723218*E1^3 - 0.0192400757*E2 - 1.3602450932*E1*E2 + 0.287524091*E2^2 - 0.4218329802*E3 + 0.0496538991*E1*E3 - 0.0064449245*E2*E3 + 0.0033961591*E3^2 + Piecewise[{{-0.3823439036 - 1.909593086*E1, E1 < -0.2002227105}}, 1.1242091059 + 5.6147931625*E1]	0.7741429137	0.7753666871
0.7749058273	0.9723131721 + 0.3824915352*E1 + 8.417170654*E1^2 - 0.8955790406*E1^3 + 2.0484036402*E2 + 6.2033386592*E1*E2 + 1.1363808316*E2^2 - 2.1563462984*E3 - 4.2545642617*E1*E3 + 0.105099038*E2*E3 - 0.0399353037*E3^2 + Piecewise[{{8.5687158685 + 42.6393194599*E1, E1 >= -0.2009580823}}, -6.7724919494 - 33.7010180058*E1]	0.7746685454	0.7750916094
0.7750849072	2.0087986349 + 2.2191708625*E1 + 18.7764024486*E1^2 - 1.787814012*E1^3 + 5.3622524169*E2 + 19.0632784977*E1*E2 + 2.0276337341*E2^2 - 4.8615565671*E3 - 11.8687584829*E1*E3 + 0.1280444525*E2*E3 - 0.0580583952*E3^2 + Piecewise[{{1.*^-10, Inequality[-0.2015132268, LessEqual, E1, LessEqual, -0.2015132268]}, {20.7318493447 + 102.8808365292*E1, E1 > -0.2015132268}}, -17.1724257526 - 85.2173627782*E1]	0.7749058273	0.7752225214
0.7754900407	1.1286265319 + 0.682005541*E1 + 4.5480050857*E1^2 - 0.3161621525*E1^3 + 0.1984922348*E2 - 2.3038422663*E1*E2 + 0.884962213*E2^2 - 1.8112233127*E3 - 2.5437487884*E1*E3 + 0.0329079669*E2*E3 + 0.0119668191*E3^2 + Piecewise[{{3.9899641989 + 19.6773287107*E1, E1 >= -0.2027696065}, {-4.042071528 - 19.9343067164*E1, E1 < -0.2027696065}}, -0.7045964587 - 3.4748622884*E1]	0.7750849072	0.7757392758
0.7756648774	0.6119500607 - 0.4577669426*E1 + 10.451519528*E1^2 - 0.6644175266*E1^3 + 2.1029243872*E2 + 7.2707443577*E1*E2 + 0.9399946581*E2^2 - 2.2138819352*E3 - 4.8444415555*E1*E3 + 0.0721731032*E2*E3 - 0.0174639274*E3^2 + Piecewise[{{0., E1 == -0.2033120042}, {9.1549461339 + 45.0290486875*E1, E1 >= -0.2033120042}}, -7.2279418206 - 35.5509840677*E1]	0.7754900407	0.7757904389
0.7761967892	4.0436159108 - 0.6649758591*E1 + 8.2958094563*E1^2 - 0.8013183112*E1^3 - 1.0760399941*E2 - 14.7648337189*E1*E2 + 3.3514238349*E2^2 - 4.2383463135*E3 + 4.3190455554*E1*E3 + 0.3872772063*E2*E3 + 0.1555763733*E3^2 + Piecewise[{{0., Inequality[-0.204962911, LessEqual, E1, LessEqual, -0.204962911]}, {8.0612557845 + 39.3303146679*E1, E1 >= -0.204962911}}, -5.2334966126 - 25.5338714076*E1]	0.7756648774	0.776823279
0.7763446663	1.33496257 + 1.4248629501*E1 + 10.062077434*E1^2 - 0.6691340472*E1^3 + 3.0322588619*E2 + 10.868382027*E1*E2 + 1.251607069*E2^2 - 3.0537514881*E3 - 6.8722769099*E1*E3 + 0.2166795249*E2*E3 + 0.054760473*E3^2 + Piecewise[{{12.8156810162 + 62.3870661754*E1, E1 >= -0.2054220819}}, -9.2599668165 - 45.0777576187*E1]	0.7761967892	0.7764757011
0.7764940063	1.3109748885 + 1.389877919*E1 + 9.8776102996*E1^2 - 0.6581262587*E1^3 + 2.9665055619*E2 + 10.5742733681*E1*E2 + 1.2312450935*E2^2 - 2.9947649084*E3 - 6.6923026247*E1*E3 + 0.2127213445*E2*E3 + 0.0541742081*E3^2 + Piecewise[{{12.558491245 + 60.9973399963*E1, E1 >= -0.2058858836}}, -9.0654853206 - 44.031602168*E1]	0.7763446663	0.7766263672
0.7765633111	0.3225179823 - 4.7492562511*E1 - 5.6244125573*E1^2 - 0.0234130952*E1^3 - 2.9256921711*E2 - 16.3894568587*E1*E2 + 0.8554354941*E2^2 + 0.750264669*E3 + 9.4374363622*E1*E3 + 0.1560662808*E2*E3 + 0.0370669946*E3^2 + Piecewise[{{-11.3129608244 - 54.8903326953*E1, E1 < -0.2061011524}}, 10.1298768183 + 49.1500251215*E1]	0.7764940063	0.7766429312
